,text_id,token,ageism,aporophobia,body_shame,capacitism,lgbtphobia,political,racism,religious_intolerance,misogyny,xenophobia,other,not_hate
274,3568,▁@,-0.8064529,-1.8368188,-1.4276801,-0.42010188,1.4591773,-0.13845521,-1.8811069,0.45921496,-0.7638119,0.7407291,1.0846138,-1.8316184
275,3568,user,-1.8754878,-2.761505,-2.6494281,-1.1448019,0.50866526,-0.4726615,-2.573413,-0.20649055,-0.6849021,-0.38503966,0.28176892,-1.4745939
276,3568,▁@,-0.69075817,-1.6734602,-1.2742641,-0.35077453,1.2973448,-0.13337073,-1.7352407,0.47144175,-0.7699361,0.6861693,0.99212694,-1.7430601
277,3568,user,-1.5742292,-2.3298464,-2.2731056,-0.99727213,0.3671064,-0.50145817,-2.097003,-0.18045881,-0.640947,-0.39341095,0.3447774,-1.1382681
278,3568,▁@,0.10229659,-0.51823485,-0.20550194,0.13589494,1.0161109,-0.119585775,-0.56281614,0.5339691,-0.61751056,0.789955,1.054541,-1.0436745
279,3568,user,-1.9666003,-2.8791895,-2.766953,-1.3243285,0.3768707,-0.66174334,-2.6346066,-0.2734742,-0.72996265,-0.49058485,0.41625363,-1.4092294
280,3568,▁@,-0.6776309,-1.634417,-1.1807978,-0.34693557,1.2815266,-0.21613282,-1.7039335,0.4785707,-0.68265104,0.78409153,1.2031147,-1.8848584
281,3568,user,-1.955157,-2.8539228,-2.7738578,-1.2522283,0.4403121,-0.6602342,-2.6579976,-0.22233108,-0.6664984,-0.405743,0.5325127,-1.4557165
282,3568,▁tem,-1.7945787,-2.545661,-2.477973,-1.2129073,0.49914992,-0.39905336,-2.195671,-0.38599938,-0.6017866,-0.47988138,0.5891711,-1.0628252
283,3568,▁que,0.54327714,0.79239607,0.77127254,0.23907499,0.026025683,0.08213763,0.9537499,0.13151436,-0.005359404,0.23162456,0.49141523,0.11325204
284,3568,▁de,0.5751853,0.6125411,0.7433859,0.37156934,0.25054032,-0.1998696,0.6106616,0.25155768,-0.031857714,0.41121268,0.57732,0.026577905
285,3568,sen,-0.13794541,-0.42496693,-0.21881998,0.15379208,0.63884455,-0.07393584,-0.38763714,0.33495164,-0.47909948,0.53367186,0.73526865,-0.74782777
286,3568,har,-1.2548426,-1.798917,-1.7801278,-0.6436364,0.2590434,-0.4818037,-1.5141833,-0.06593183,-0.43783444,-0.245277,0.62164146,-1.092361
287,3568,▁e,-0.25595233,-0.36982554,-0.43860888,-0.17793962,-0.075378835,-0.19869833,-0.16605753,-0.03493183,-0.21121487,-0.1150942,0.45033276,-0.20477667
288,3568,▁explica,-0.72625196,-1.1859503,-1.2539585,-0.3945911,0.15774828,-0.5065204,-0.8158404,-0.0796534,-0.2615244,-0.33175746,0.5933484,-0.630561
289,3568,r,-0.4267874,-0.8004893,-0.65090895,-0.20147175,0.41009438,-0.2533629,-0.5975395,0.09792148,-0.24514307,0.21877153,0.71203166,-0.94246125
290,3568,▁o,0.15025736,0.17004673,0.097380295,0.33217543,0.49328864,-0.21033385,0.42792228,0.24702077,0.043311432,0.3158871,1.0122449,-0.7416624
291,3568,▁de,0.58233577,0.6724309,0.8405974,0.3392121,0.8252807,0.11185789,0.62112105,0.40417036,0.0692719,0.6865352,0.55456257,-0.27261397
292,3568,sen,-0.07133353,-0.49756312,-0.23223686,0.5013951,1.2662901,-0.47837496,-0.41534764,0.5012792,-0.39700383,0.6880933,0.86618346,-0.8183296
293,3568,ho,-1.6161705,-2.1103091,-2.167955,-1.2183292,-0.0655573,-0.6070558,-1.7512156,-0.23187453,-0.64284915,-0.46099514,0.88053954,-1.1424643
294,3568,▁pro,-0.5197201,-0.483306,-0.35732916,-0.20598774,0.3677567,-0.69984025,-0.51262176,-0.07702867,-0.07457788,-0.074281275,0.55909985,-0.1858629
295,3568,▁retard,-2.398582,-3.3396173,-3.3421388,-1.6812518,0.4888959,-1.3168062,-2.717254,-0.24343888,-0.727333,-0.8854581,1.2363436,-2.0402102
296,3568,ado,-1.4334245,-1.6617388,-1.8946066,-1.2182885,-0.15738839,-1.1787974,-0.89021724,-0.3157907,-0.63136077,-0.6425266,1.5269711,-0.67351365
297,3568,▁p,-1.411722,-1.7120779,-1.7624264,-0.9168688,0.37583563,-0.7749276,-1.0921305,-0.19124869,-0.8992323,-0.18886429,1.2644346,-0.5009538
298,3568,q,-1.0284835,-1.3588431,-1.3647217,-0.43826345,1.2345948,0.92894435,-1.2969205,0.30842176,-0.6200623,0.48361176,-0.10736275,-1.6016018
299,3568,▁a,-2.76547,-3.7095504,-3.7517645,-1.5981518,0.7891959,-0.9514759,-3.0252752,-0.25650534,-1.254871,-0.44102743,1.2117901,-2.031277
300,3568,▁pic,-1.3248599,-2.2415116,-2.0084305,-1.1668308,1.0181686,-0.49023348,-1.9635288,-0.049726367,-0.64154184,0.03256482,1.4212939,-1.9144888
301,3568,a,-0.8354189,-0.858006,-0.76480365,-0.5738735,-0.4986245,-0.49793085,-0.61523485,-0.274781,-0.91977,-0.1073175,0.8154994,0.21131158
302,3568,▁do,-0.6404451,-0.8676573,-1.0177181,-0.4841735,0.35003692,0.0736302,-0.6337334,0.128046,-0.57061297,0.18058558,0.56738806,-1.0073097
303,3568,▁bol,-1.4478724,-1.9671466,-1.8993644,-1.006753,0.29288387,0.838514,-2.3274891,-0.26112604,-1.2459233,-0.44211102,-0.9574463,-0.36162144
304,3568,son,-0.6093056,-1.154042,-1.0230991,-0.367606,0.08917728,-0.40923253,-1.0185552,0.22318329,-0.8623966,0.1281121,0.92850375,-1.0774329
305,3568,aro,-1.7681482,-2.5707626,-2.620765,-1.4474385,-0.032770485,-0.3487581,-2.1071377,-0.3640247,-0.7694527,-0.609594,0.25028485,-1.0368116
306,3568,▁na,-1.5043495,-1.917249,-1.9842457,-0.97853243,-0.060506642,-0.8122804,-1.4939796,-0.31525505,-0.6393281,-0.45093808,0.7526825,-0.7254735
307,3568,▁fren,-1.0754392,-1.6762269,-1.5930066,-0.89122486,0.3530016,-0.23481545,-1.4607775,0.08305699,-0.62486076,0.030741394,0.97519636,-1.4233787
308,3568,te,-1.1806442,-1.4002342,-1.3198763,-0.6494969,0.1840521,-0.32531667,-1.1494188,-0.2303969,-0.55650926,-0.22167273,0.3386538,-0.4428432
309,3568,▁de,0.23722787,0.12563437,0.36556655,0.10522562,0.5367689,-0.18731868,0.15491576,0.2958644,0.011642832,0.38055643,0.90656656,-0.77968204
310,3568,le,-1.2668645,-1.617353,-1.7559041,-0.5545901,0.06430629,-0.89293206,-1.1421802,0.012577254,-0.68228054,-0.33090928,1.389945,-1.1041236
311,3568,▁não,-1.1012578,-1.5882738,-1.4492275,-0.6613557,0.61224914,-0.531773,-1.4309124,-0.0055733398,-0.49661696,0.10518623,1.0798011,-1.2858838
312,3568,▁dei,-2.807179,-4.1036882,-3.9138258,-1.770814,0.9354533,-0.6088371,-3.7465124,-0.3240763,-1.0201913,-0.37322155,0.7251235,-2.2044492
313,3568,xa,-1.9348006,-2.7516136,-2.72033,-1.2087504,0.6635537,-0.36325353,-2.4843514,-0.15689905,-0.8905574,-0.17630991,0.67464453,-1.6403677
314,3568,▁ele,-0.8083074,-1.276078,-1.2036101,-0.5992662,0.53295976,-0.15750657,-1.1308632,-0.004813567,-0.5319607,0.06688495,0.8726526,-1.0352771
315,3568,▁ver,-4.3105965,-6.501859,-6.049823,-2.4382658,1.9379685,-1.4297824,-6.1546206,-0.17748812,-1.4904089,-0.32925498,1.5894912,-3.7674494
316,7510,▁@,-1.1750793,-1.2209119,-1.1543379,-1.1597537,-1.4359696,-0.8757297,-1.6286651,-0.9637247,-1.75718,-1.3482614,-2.2107236,2.3293948
317,7510,user,-0.045013767,-0.1687956,-0.009805664,-0.021824412,-0.3691978,-0.21212095,-0.3097108,-0.17559604,-0.44968748,-0.19536045,-0.20990872,0.5571587
318,7510,▁nunc,-0.69482833,-0.5941388,-0.937222,-0.7795524,-0.3099164,-0.7497941,-0.54874057,-0.7842879,-1.2164512,-0.53185666,-1.6157718,2.413393
319,7510,a,-0.021004856,0.03925571,-0.015892297,-0.3303875,0.20590226,0.14118838,0.05860898,-0.16824389,-0.17118394,0.18449,-0.38194823,0.6122893
320,7510,▁nam,-0.6297763,-1.0200154,-0.69824004,-0.7021629,-0.013352007,-0.34377888,-0.87375134,-0.93913156,-0.7274929,-0.40526098,-1.9101007,1.0296525
321,7510,or,0.04309023,-0.3286956,0.21861228,0.0044458844,-0.18728712,-0.02975414,0.14840554,-0.19945577,0.54531705,-0.058776297,0.014182419,-0.6909375
322,7510,amos,-0.22999434,-0.85448414,-0.45945325,-0.3276891,-0.3387822,-0.21873698,-0.69681525,-0.537155,-0.18105912,-0.40134475,-0.56843483,-0.31687292
323,7510,▁fan,-1.3052243,-2.0120854,-1.8065503,-1.0015054,-1.6836729,-1.3139617,-1.5513265,-1.0915314,-1.4282358,-1.7948756,-1.7412734,1.2236779
324,7510,ho,-0.1044265,-0.69445086,-0.2489951,-0.2171129,-0.17105861,0.058241397,-0.5034561,-0.07711078,0.12535334,-0.047069006,-1.1162875,-0.6882356
